country,country_name,year,inflation_cpi_pct,interest_rate_pct,exports_pct_gdp,imports_pct_gdp,gdp_current_usd,gdp_growth_pct,unemployment_rate_pct
JP,Japan,2008-01-01,1.3800788616492,2.84698138603537,17.2355433764071,16.8939331648175,5106679115127.3,-1.22428900061713,4.002
JP,Japan,2009-01-01,-1.35283672951719,2.3060326107459,12.41956574798,11.9706007858756,5289493117993.89,-5.69323635892741,5.068
JP,Japan,2010-01-01,-0.728243207517779,3.54576191518365,14.9185034496428,13.5799692441961,5759071769013.11,4.09791791943181,5.102
JP,Japan,2011-01-01,-0.27245561610124,3.17448968703911,14.7744622613499,15.4204984672798,6233147172341.35,0.0238095237995424,4.55
JP,Japan,2012-01-01,-0.0440645104432602,2.18007652802857,14.4147746129824,16.0561363041928,6272362996105.03,1.37475099905274,4.358
JP,Japan,2013-01-01,0.335037912184741,1.66402193299863,15.7841567318773,18.1946119190738,5212328181166.18,2.00510017681211,4.038
JP,Japan,2014-01-01,2.75922671353253,-0.459381591769696,17.4186553484795,20.0127792201784,4896994405353.29,0.296205514141889,3.589
JP,Japan,2015-01-01,0.795279630579839,-0.9484412297477,17.4367598376529,17.990648516827,4444930651964.18,1.56062669680782,3.385
JP,Japan,2016-01-01,-0.127258844489754,0.622192760322802,16.0579692360598,15.2522776095286,5003677627544.24,0.753826745789127,3.132
JP,Japan,2017-01-01,0.484199796126385,1.06914440735818,17.5914391047836,16.831774467385,4930837369151.42,1.67533175173359,2.822
KR,"Korea, Rep.",2000-01-01,2.25916580080157,7.54111863718284,32.8643016483147,31.1945139245909,597487173479.109,9.2018583880479,4.063
KR,"Korea, Rep.",2001-01-01,4.06657587897792,4.02519600370862,30.8628730280238,29.5648656361455,567564806235.441,4.72593560322356,3.699
KR,"Korea, Rep.",2002-01-01,2.76226210296599,3.64966247633618,28.869081069037,27.7997957269903,650014391470.21,7.74399895319569,3.046
KR,"Korea, Rep.",2003-01-01,3.51487451459939,2.57995467101811,30.4447497818826,28.9795447722905,728516494684.269,3.07472661826947,3.348
KR,"Korea, Rep.",2004-01-01,3.59066298882578,2.55986121207348,35.6099304973786,32.317133377729,823251107638.814,5.1836368597334,3.42
KR,"Korea, Rep.",2005-01-01,2.75379162735039,4.405270110828,34.1271966602876,32.0423181639821,971740329983.878,4.35823667337156,3.482
KR,"Korea, Rep.",2006-01-01,2.24234028518921,6.16075413094103,34.4457182771661,33.9292326630601,1095175538508.19,5.24500550580342,3.254
KR,"Korea, Rep.",2007-01-01,2.53457382137932,3.94166015864541,36.0414909532161,35.2824705455852,1220911904593.06,5.8419633918717,3.013
KR,"Korea, Rep.",2008-01-01,4.67389655533408,4.10863165815276,45.8471508377288,46.2362036584532,1091580692542.34,3.00440451679569,2.959
KR,"Korea, Rep.",2009-01-01,2.7564965449393,2.07481127238993,43.5106195264818,39.6139903792344,983065242417.36,0.81986175641795,3.363
KR,"Korea, Rep.",2010-01-01,2.93928652655686,2.71883334374472,45.2718606886955,42.7560070236169,1192830015737.68,6.98166138853071,3.324
KR,"Korea, Rep.",2011-01-01,4.0259650043609,4.42580144247274,51.2813207677942,50.3992956943359,1307103477219.1,3.6880320602952,2.992
KR,"Korea, Rep.",2012-01-01,2.18707104433314,4.05140294190714,52.0235312085188,49.4937408705314,1335343586437.67,2.54766550568242,2.812
KR,"Korea, Rep.",2013-01-01,1.30134754547413,3.52829393471496,49.2338591040691,44.9336644815181,1434669686501.84,3.2913959543442,3.067
KR,"Korea, Rep.",2014-01-01,1.27477446401322,3.17863075274962,45.7876203673052,41.1466374298986,1556252422020.44,3.21468019683108,3.082
KR,"Korea, Rep.",2015-01-01,0.70633177245575,0.295335527644414,40.9681314540182,34.4200460024725,1539212301135.55,2.92029267301234,3.546
KR,"Korea, Rep.",2016-01-01,0.971685739912168,1.27867160404439,38.1129875583911,31.7867345733008,1579150518945.44,3.17152748983935,3.65
KR,"Korea, Rep.",2017-01-01,1.94433230786366,1.42899755923416,38.8488899920532,34.3432508343484,1710196756713.17,3.433191763972,3.653
KR,"Korea, Rep.",2018-01-01,1.47583935002645,3.07847583379285,39.4523497931837,35.2551664208987,1824251454306.83,3.17611568177327,3.824
KR,"Korea, Rep.",2019-01-01,0.383000303608136,4.09560933285802,37.0413266370488,34.4057366033023,1751045752054.63,2.31380210595475,3.746
KR,"Korea, Rep.",2020-01-01,0.537288023411737,1.19550220518032,34.6152001987888,30.9297576618322,1744070276373.34,-0.700242317542106,3.931
KR,"Korea, Rep.",2021-01-01,2.49833333333339,-0.287216232726005,39.3388192669479,35.9674854941434,1942313560965.9,4.61296795454287,3.639
